	Location	Prices_per_year (₦ or $)	Bedrooms	Baths	Toilets
6150	Majek Sangotedo Lagos	₦ 1,000,000	1.0	2.0	2.0
6151	Remlek Estate Badore Ajah Lagos	₦ 1,200,000	0.0	0.0	0.0
6152	Ikate Lekki Lagos	₦ 8,500,000	2.0	2.0	3.0
6153	Sangotedo Ajah Lagos	₦ 2,500,000	2.0	3.0	3.0
6154	Cannal West Estate Osapa London Lekki Lagos	₦ 3,000,000	2.0	2.0	2.0
6155	Abule Ijesha Yaba Lagos	₦ 1,000,000	0.0	1.0	1.0
6156	Greenville Estate Badore Badore Ajah Lagos	₦ 1,500,000	2.0	3.0	3.0
6157	Alausa Ikeja Lagos	₦ 1,200,000	0.0	0.0	0.0
6158	Seaside Estate Badore Ajah Lagos	₦ 500,000	0.0	0.0	0.0
6159	Adeniyi Jones Ikeja Lagos	₦ 10,000,000	0.0	0.0	0.0
6160	Lekki Phase 1 Lekki Lagos	₦ 6,500,000	3.0	4.0	4.0
6161	Unity Estate Badore Ajah Lagos	₦ 750,000			
6162	Osapa London Lekki Lagos	₦ 7,000,000	4.0	4.0	4.0
6163	Agungi Lekki Lagos	₦ 900,000	0.0	0.0	0.0
6164	Ikoyi Lagos	₦ 26,000,000	4.0	4.0	5.0
6165	Chevron Lekki Lagos	₦ 1,500,000	0.0	0.0	0.0
6166	Omole Phase 2 Ojodu Lagos	₦ 3,200,000	0.0	0.0	0.0
6167	Obanikoro Shomolu Lagos	₦ 400,000	0.0	0.0	0.0
6168	Millenuim Ups Gbagada Lagos	₦ 5,500,000	3.0	0.0	0.0
6169	Marshy Hills Estate Ado Ajah Lagos	₦ 2,500,000	3.0	4.0	4.0
6170	Alapere Kosofe Ikosi Lagos	₦ 500,000	0.0	0.0	0.0
6171	Fehintola Giwa Street Off Adetola Road Aguda Surulere Lagos	₦ 650,000			
6172	Off Brown Road, Aguda Surulere Lagos	₦ 150,000	0.0	0.0	0.0
6173	Berger Ojodu Lagos	₦ 400,000	0.0	0.0	0.0
6174	Alaka Estate Surulere Lagos	₦ 1,300,000			
6175	Agungi Before Dominion Pizza Agungi Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6176	Remlek Estate Badore Ajah Lagos	₦ 900,000	2.0	2.0	3.0
6177	At Iyarere Street Off Adetola Road Aguda Surulere Lagos	₦ 550,000			
6178	Lagos Business School Axis Abraham Adesanya Estate Ajah Lagos	₦ 2,000,000	3.0	3.0	4.0
6179	Shangisha Kosofe Ikosi Lagos	₦ 500,000	0.0	0.0	0.0
6180	Off Bode Thomas, Surulere Lagos	₦ 700,000	0.0	0.0	0.0
6181	Off Ladipo Labinjo Street Via Bode Thomas Surulere Lagos	₦ 700,000	0.0	0.0	0.0
6182	Agboyin Street Off Adelabu, Aguda Surulere Lagos	₦ 500,000	0.0	0.0	0.0
6183	Alausa Ikeja Lagos	₦ 1,800,000	1.0	0.0	0.0
6184	Ajiwe Ajah Lagos	₦ 1,500,000	2.0	2.0	3.0
6185	Ebute Metta Yaba Lagos	₦ 1,200,000	1.0	0.0	0.0
6186	Chevy View Estate, Via Chevron Drive Lekki Lagos	₦ 1,400,000	0.0	0.0	0.0
6187	Ologolo Lekki Lagos	₦ 5,000,000	3.0	3.0	4.0
6188	Royal Pine Estate Orchid Chevron Lekki Lagos	₦ 800,000	1.0	1.0	1.0
6189	Ikate Lekki Lagos	₦ 4,000,000	2.0	2.0	3.0
6190	Olokonla Ajah Lagos	₦ 2,000,000	2.0		
6191	Sangotedo Ajah Lagos	₦ 1,800,000	2.0	3.0	3.0
6192	Berger Ojodu Lagos	₦ 1,500,000	1.0	0.0	0.0
6193	Olowora Ojodu Lagos	₦ 2,000,000	2.0	3.0	3.0
6194	Sangotedo Ajah Lagos	₦ 1,700,000	2.0	3.0	3.0
6195	Akoka Yaba Lagos	₦ 550,000	0.0	1.0	1.0
6196	Lekki Phase 1 Lekki Lagos	₦ 2,000,000	1.0	0.0	0.0
6197	Sangotedo Ajah Lagos	₦ 700,000	1.0	0.0	0.0
6198	Lekki Phase 1 Lekki Lagos	₦ 190,000,000	4.0	5.0	5.0
6199	Ikota Lekki Lagos	₦ 2,800,000	2.0	2.0	3.0
6200	Ayobo Ipaja Lagos	₦ 650,000	2.0	0.0	0.0
6201	Chevron Lekki Lagos	₦ 1,800,000	0.0	0.0	0.0
6202	Egbeda Alimosho Lagos	₦ 1,500,000	2.0	3.0	3.0
6203	Sangotedo Ajah Lagos	₦ 2,000,000	2.0	3.0	3.0
6204	Ayobo Ipaja Lagos	₦ 600,000	2.0	0.0	0.0
6205	Ayobo Ipaja Lagos	₦ 700,000	2.0	0.0	0.0
6206	Ishaga Surulere Lagos	₦ 1,100,000	0.0	0.0	0.0
6207	Badore Ajah Lagos	₦ 2,000,000	2.0	0.0	0.0
6208	Peninsula Estate Ajah Lagos	₦ 800,000	0.0	2.0	1.0
6209	Onikoyi Mojisola Onikoyi Estate Ikoyi Lagos	₦ 15,000,000	3.0	3.0	4.0
6210	Ifako Ogba Ogba Lagos	₦ 1,300,000	3.0	3.0	4.0
6211	Chevron Lekki Lagos	₦ 3,000,000	2.0	2.0	3.0
6212	Akoka Yaba Lagos	₦ 550,000	0.0	1.0	1.0
6213	Soluyi Gbagada Lagos	₦ 1,800,000	2.0	3.0	3.0
6214	Lekki Phase 1 Lekki Lagos	₦ 1,500,000	0.0	0.0	0.0
6215	Lawanson Surulere Lagos	₦ 1,500,000	2.0	3.0	3.0
6216	Lawanson Surulere Lagos	₦ 1,500,000	2.0	0.0	0.0
6217	Ile Epo Abule Egba Abule Egba Lagos	₦ 700,000	2.0	0.0	0.0
6218	Egbeda Alimosho Lagos	₦ 1,200,000	3.0		
6219	Egbeda Alimosho Lagos	₦ 1,000,000	3.0	0.0	0.0
6220	Peace Estate Baruwa Ipaja Lagos	₦ 1,000,000	2.0	3.0	3.0
6221	Ketu Lagos	₦ 1,200,000	2.0	2.0	3.0
6222	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 3,500,000	3.0	0.0	0.0
6223	Agbele Iyana Ipaja Ipaja Lagos	₦ 800,000	2.0		
6224	Valley View Estate Iyana Ipaja Ipaja Lagos	₦ 750,000	2.0	0.0	0.0
6225	Lawanson Surulere Lagos	₦ 500,000	0.0	1.0	1.0
6226	Aboru Iyana Ipaja Ipaja Lagos	₦ 800,000	3.0	0.0	0.0
6227	River Valley Estate Ojodu Lagos	₦ 2,500,000	2.0	3.0	3.0
6228	Chevron Lekki Lagos	₦ 2,000,000	1.0		
6229	Ajao Estate Isolo Lagos	₦ 2,000,000	3.0	3.0	4.0
6230	Iyana Ekoro Abule Egba Lagos	₦ 250,000	0.0	1.0	1.0
6231	Ifako Ogba Ogba Lagos	₦ 600,000	0.0	1.0	1.0
6232	Ilasan Lekki Lagos	₦ 3,500,000	2.0	2.0	3.0
6233	Egbeda Alimosho Lagos	₦ 650,000	2.0	0.0	0.0
6234	Ifako Ogba Ogba Lagos	₦ 1,200,000	2.0	2.0	3.0
6235	College Road Ifako Ogba Ogba Lagos	₦ 1,300,000	2.0	0.0	0.0
6236	Oke Ira Ogba Lagos	₦ 800,000	2.0	0.0	0.0
6237	Ikate Lekki Lagos	₦ 1,000,000	1.0	1.0	1.0
6238	Lawanson Surulere Lagos	₦ 800,000	1.0	0.0	0.0
6239	Ologolo Lekki Lagos	₦ 3,000,000	2.0	3.0	3.0
6240	Old Ikoyi Ikoyi Lagos	₦ 22,000,000	4.0	4.0	4.0
6241	Olowora Ojodu Lagos	₦ 800,000	1.0	0.0	0.0
6242	Aboru Iyanapaja Iyana Ipaja Ipaja Lagos	₦ 650,000	1.0		
6243	Egbeda Alimosho Lagos	₦ 700,000	1.0	0.0	0.0
6244	Sawmill Ifako Gbagada Gbagada Lagos	₦ 600,000	0.0	1.0	1.0
6245	Peninsula Estate Ajah Lagos	₦ 1,300,000	2.0	0.0	0.0
6246	Gloryland Estate Egbeda Alimosho Lagos	₦ 650,000	2.0	0.0	0.0
6247	Ifako Ogba Ogba Lagos	₦ 1,100,000	2.0	2.0	3.0
6248	Akoka Yaba Lagos	₦ 1,000,000	0.0	1.0	1.0
6249	Off Cole Street Lawanson Surulere Lagos	₦ 850,000	0.0	0.0	0.0
6250	No. 21 Alexandria Street Wuse2, Off Aminu Kano Crescent Wuse 2 Abuja	₦ 200,000			
6251	Ikate Lekki Lagos	₦ 2,500,000	0.0	1.0	1.0
6252	Sangotedo Ajah Lagos	₦ 600,000	0.0	1.0	1.0
6253	Olokonla Ajah Lagos	₦ 1,700,000	2.0	3.0	3.0
6254	Ifako Ogba Lagos	₦ 300,000	0.0	0.0	0.0
6255	Kilo Marsha Surulere Lagos	₦ 500,000	0.0	0.0	0.0
6256	Ayobo Ipaja Lagos	₦ 330,000	1.0	0.0	0.0
6257	Oko Oba Agege Lagos	₦ 1,000,000	3.0	0.0	0.0
6258	Obawole Ifako Ogba Ogba Lagos	₦ 300,000	0.0	1.0	1.0
6259	Ajao Estate Isolo Lagos	₦ 400,000	0.0	1.0	1.0
6260	Ikate Lekki Lagos	₦ 2,000,000	1.0	1.0	2.0
6261	Banana Island Ikoyi Lagos	₦ 20,000,000	3.0	4.0	4.0
6262	Mende Maryland Lagos	₦ 3,500,000	3.0	0.0	0.0
6263	Ayobo Ipaja Lagos	₦ 200,000	0.0	1.0	1.0
6264	Itire Surulere Lagos	₦ 500,000	0.0	0.0	0.0
6265	Abule Ijesha Yaba Lagos	₦ 600,000	0.0	1.0	1.0
6266	Lekki Lagos	₦ 6,000,000	3.0	3.0	4.0
6267	Ayobo Ipaja Lagos	₦ 300,000	0.0	1.0	1.0
6268	Bajuliaye Shomolu Lagos	₦ 600,000	0.0	1.0	1.0
6269	Ayobo Ipaja Lagos	₦ 550,000	2.0	3.0	3.0
6270	Ogba Lagos	₦ 600,000	0.0	0.0	0.0
6271	Akoka Yaba Lagos	₦ 1,300,000	1.0	0.0	0.0
6272	Sangotedo Ajah Lagos	₦ 1,000,000	1.0	0.0	0.0
6273	Abijo Ajah Lagos	₦ 350,000	0.0	1.0	1.0
6274	Lawanson Surulere Lagos	₦ 450,000	0.0	0.0	0.0
6275	Baruwa Ipaja Lagos	₦ 750,000	2.0	0.0	0.0
6276	Ikola Abule Egba Lagos	₦ 350,000	1.0	0.0	0.0
6277	Ayobo Ipaja Lagos	₦ 170,000	0.0	1.0	1.0
6278	Shagari Egbeda Alimosho Lagos	₦ 400,000	1.0	0.0	0.0
6279	Megida Ayobo Ipaja Lagos	₦ 450,000	2.0	2.0	3.0
6280	Osapa London Lekki Lagos	₦ 1,300,000	0.0	1.0	1.0
6281	Ekoro Abule Egba Abule Egba Lagos	₦ 800,000	1.0	0.0	0.0
6282	Ishaga Road Surulere Lagos	₦ 700,000	0.0	0.0	0.0
6283	Aguda Surulere Lagos	₦ 1,700,000	2.0	3.0	3.0
6284	Olowora Ojodu Lagos	₦ 2,000,000	3.0	3.0	4.0
6285	Magodo Gra Phase 1 Ojodu Lagos	₦ 2,500,000	3.0	0.0	0.0
6286	Akowonjo Alimosho Lagos	₦ 800,000	1.0	0.0	0.0
6287	Ado Ajah Lagos	₦ 800,000	1.0		
6288	Akiode Berger Ojodu Lagos	₦ 900,000	0.0	0.0	0.0
6289	Ifako Ogba Ogba Lagos	₦ 450,000	0.0	1.0	1.0
6290	Ikota Villa Estate Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6291	Ajayi Road Ogba Lagos	₦ 1,500,000	2.0	2.0	3.0
6292	Banana Island Ikoyi Lagos	₦ 30,000,000	4.0	4.0	4.0
6293	Egbeda Alimosho Lagos	₦ 1,200,000	2.0	2.0	2.0
6294	Jakande Estate Abesan Ipaja Lagos	₦ 1,000,000	1.0	2.0	2.0
6295	Abule Ijesha Yaba Lagos	₦ 1,000,000	0.0	0.0	0.0
6296	Sangotedo Ajah Lagos	₦ 1,800,000	3.0	0.0	0.0
6297	Lawanson Surulere Lagos	₦ 700,000	0.0	1.0	1.0
6298	Lekki Lagos	₦ 10,000,000	3.0	3.0	4.0
6299	Off Glover Road Old Ikoyi Ikoyi Lagos	₦ 7,500,000	3.0	3.0	4.0
6300	Heritage Estate Aboru Iyana Ipaja Ipaja Lagos	₦ 1,000,000	3.0	0.0	0.0
6301	Haruna Ifako Ogba Ogba Lagos	₦ 800,000	1.0	2.0	2.0
6302	Main Asokoro Abuja	₦ 600,000,000	5.0	5.0	6.0
6303	Chevron Lekki Lagos	₦ 3,500,000	2.0	3.0	3.0
6304	Egbeda Alimosho Lagos	₦ 1,500,000	2.0	2.0	3.0
6305	Ado Ajah Lagos	₦ 2,000,000	3.0	0.0	0.0
6306	Onike Yaba Lagos	₦ 500,000	0.0	1.0	1.0
6307	Lawanson Surulere Lagos	₦ 800,000	0.0	0.0	0.0
6308	Egbeda Alimosho Lagos	₦ 1,200,000	2.0	0.0	0.0
6309	Fola Agoro Shomolu Lagos	₦ 1,700,000	3.0	2.0	2.0
6310	Unity Estate Egbeda Alimosho Lagos	₦ 1,000,000	1.0	0.0	0.0
6311	Aburo Iyanapaja Iyana Ipaja Ipaja Lagos	₦ 250,000	0.0	1.0	1.0
6312	Idera Estate Ayobo Ipaja Lagos	₦ 900,000	2.0	3.0	3.0
6313	Ifako Ogba Ogba Lagos	₦ 350,000	0.0	1.0	1.0
6314	Ajao Estate Isolo Lagos	₦ 800,000	1.0	0.0	0.0
6315	Berger Ojodu Lagos	₦ 1,100,000	0.0	0.0	0.0
6316	Egbeda Alimosho Lagos	₦ 700,000	2.0	0.0	0.0
6317	Abule Egba Lagos	₦ 350,000	0.0	1.0	1.0
6318	Ikate Lekki Lagos	₦ 3,500,000	3.0	0.0	0.0
6319	Berger Ojodu Lagos	₦ 850,000	1.0	1.0	1.0
6320	Berger Ojodu Lagos	₦ 800,000	1.0	2.0	2.0
6321	Ayobo Ipaja Lagos	₦ 600,000	3.0	0.0	0.0
6322	Sawmill Ifako Gbagada Gbagada Lagos	₦ 1,800,000	2.0	2.0	3.0
6323	Command Abule Egba Lagos	₦ 400,000	0.0	1.0	1.0
6324	Mafoluku Oshodi Lagos	₦ 800,000	2.0	0.0	0.0
6325	Abule Oja Yaba Lagos	₦ 550,000	0.0	0.0	0.0
6326	Lekky County Homes Ikota Lekki Lagos	₦ 2,200,000	2.0	2.0	3.0
6327	Alagbole Yakoyo Alagbole Ojodu Lagos	₦ 1,000,000	2.0	0.0	0.0
6328	Berger Ojodu Lagos	₦ 1,200,000	2.0	0.0	0.0
6329	Ipaja Lagos	₦ 600,000	2.0	0.0	0.0
6330	Akoka Yaba Lagos	₦ 1,500,000	1.0	0.0	0.0
6331	Sangotedo Ajah Lagos	₦ 3,500,000	3.0	0.0	0.0
6332	Ijesha Surulere Lagos	₦ 1,750,000	2.0	3.0	3.0
6333	Lekky County Homes Ikota Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
6334	Abule Ijesha Yaba Lagos	₦ 400,000		1.0	1.0
6335	Lekki Phase 1 Lekki Lagos	₦ 5,500,000	3.0	0.0	0.0
6336	Majek Ajah Lagos	₦ 1,500,000	3.0		
6337	Egbeda Alimosho Lagos	₦ 1,500,000	2.0	0.0	0.0
6338	Ikate Lekki Lagos	₦ 4,000,000	2.0	3.0	3.0
6339	Lbs Off Lekki Epe Expressway Ajah Lagos	₦ 2,300,000	2.0	3.0	3.0
6340	Shangisha Kosofe Ikosi Lagos	₦ 2,300,000	2.0	2.0	3.0
6341	Ayobo Ipaja Lagos	₦ 350,000	1.0	1.0	1.0
6342	Iyana Ipaja Ipaja Lagos	₦ 1,100,000	2.0	2.0	3.0
6343	Happy Land Sangotedo Ajah Lagos	₦ 2,000,000	2.0	3.0	3.0
6344	Adeola Odeku Victoria Island Lagos	₦ 18,000,000	3.0	3.0	3.0
6345	Ayobo Ipaja Lagos	₦ 600,000	2.0	0.0	0.0
6346	Itire Surulere Lagos	₦ 500,000	0.0	0.0	0.0
6347	Olowora Ojodu Lagos	₦ 2,000,000	2.0	3.0	3.0
6348	Ifako Gbagada Gbagada Lagos	₦ 2,000,000	2.0	3.0	3.0
6349	Ogombo Ajah Lagos	₦ 1,800,000	3.0	0.0	0.0
6350	Ikate Itire Surulere Lagos	₦ 1,600,000	2.0	3.0	3.0
6351	Kfarm Estate Ifako Ogba Ogba Lagos	₦ 1,200,000	2.0	0.0	0.0
6352	Oko Oba Agege Lagos	₦ 1,500,000	2.0	3.0	3.0
6353	Abule Ijesha Yaba Lagos	₦ 500,000	0.0	1.0	1.0
6354	Old Ikoyi Ikoyi Lagos	₦ 16,000,000	4.0	4.0	5.0
6355	Egbeda Alimosho Lagos	₦ 450,000	1.0	1.0	1.0
6356	Lekki Scheme 2 Ajah Lagos	₦ 1,200,000	3.0	0.0	0.0
6357	Itire Surulere Lagos	₦ 96,000	0.0	0.0	0.0
6358	Ologolo Lekki Lagos	₦ 1,100,000	0.0	1.0	1.0
6359	Lawanson Surulere Lagos	₦ 500,000	0.0	0.0	0.0
6360	Remi Olowude Drive Marwa Lekki Phase 1 Lekki Lagos	₦ 3,000,000	0.0	0.0	0.0
6361	Meiran Abule Egba Lagos	₦ 550,000	1.0	0.0	0.0
6362	Akoka Yaba Lagos	₦ 800,000	0.0	1.0	1.0
6363	Ikota Villa Estate Ikota Lekki Lagos	₦ 2,000,000	3.0	3.0	4.0
6364	Oke Ira Ogba Lagos	₦ 450,000	0.0	1.0	1.0
6365	Ajao Estate Isolo Lagos	₦ 1,500,000	2.0	3.0	3.0
6366	Iju Road Ifako Ogba Ogba Lagos	₦ 600,000	0.0	1.0	1.0
6367	Onike Yaba Lagos	₦ 1,500,000	2.0	0.0	0.0
6368	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 3,000,000	2.0	2.0	3.0
6369	Osapa London Lekki Lagos	₦ 3,500,000	2.0	2.0	3.0
6370	Akoka Yaba Lagos	₦ 1,500,000	2.0	0.0	0.0
6371	Medina Gbagada Lagos	₦ 2,800,000	3.0	3.0	4.0
6372	Egbeda Alimosho Lagos	₦ 450,000	1.0	0.0	0.0
6373	Meiran Abule Egba Abule Egba Lagos	₦ 700,000	3.0	0.0	0.0
6374	Aboru Iyana Ipaja Ipaja Lagos	₦ 600,000	1.0	0.0	0.0
6375	Abule Oja Yaba Lagos	₦ 500,000	0.0	0.0	0.0
6376	Lawanson Surulere Lagos	₦ 1,000,000	2.0	0.0	0.0
6377	Soluyi Gbagada Lagos	₦ 1,800,000	2.0	3.0	3.0
6378	Olowora Ojodu Lagos	₦ 1,500,000	2.0	3.0	3.0
6379	Lawanson Surulere Lagos	₦ 1,500,000	2.0	0.0	0.0
6380	Ifako Ogba Ogba Lagos	₦ 700,000	2.0	0.0	0.0
6381	Ifako Ogba Ogba Lagos	₦ 1,500,000	3.0	3.0	4.0
6382	Ikate Lekki Lagos	₦ 1,400,000	0.0	1.0	1.0
6383	Abule Ijesha Yaba Lagos	₦ 1,000,000	1.0	0.0	0.0
6384	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 2,500,000	2.0	3.0	3.0
6385	Majek Off Lekki Epe Expressway Ajah Lagos	₦ 1,000,000	2.0	2.0	3.0
6386	Egbeda Alimosho Lagos	₦ 700,000	2.0	0.0	0.0
6387	Aguda(ogba) Ogba Lagos	₦ 1,500,000	2.0	2.0	3.0
6388	Ifako Gbagada Gbagada Lagos	₦ 3,000,000	3.0	0.0	0.0
6389	College Road, Ifako Ogba Lagos	₦ 400,000	0.0	1.0	1.0
6390	Iyana Ekoro Abule Egba Abule Egba Lagos	₦ 600,000	2.0	0.0	0.0
6391	Magodo Gra Phase 1 Ojodu Lagos	₦ 1,800,000	3.0	0.0	0.0
6392	Adeniyi Jones Ikeja Lagos	₦ 4,500,000	3.0	3.0	4.0
6393	Sawmill Ifako Gbagada Gbagada Lagos	₦ 1,500,000	2.0	0.0	0.0
6394	Mende Maryland Lagos	₦ 2,200,000	3.0	0.0	0.0
6395	Egbeda Alimosho Lagos	₦ 600,000	2.0	1.0	1.0
6396	Old Ikoyi Ikoyi Lagos	₦ 16,000,000	4.0	4.0	4.0
6397	Meiran Abule Egba Lagos	₦ 200,000	0.0	1.0	1.0
6398	Bajuliaye Shomolu Shomolu Lagos	₦ 900,000	1.0	2.0	2.0
6399	Sabo Oja, Berger Ojodu Lagos	₦ 700,000	0.0	0.0	0.0
6400	Aguda(ogba) Ogba Lagos	₦ 1,000,000	2.0	0.0	0.0
6401	Chevron Lekki Lagos	₦ 3,200,000	2.0	2.0	3.0
6402	Olowora Ojodu Lagos	₦ 2,000,000	2.0	2.0	3.0
6403	Ayobo Ipaja Lagos	₦ 500,000	2.0	2.0	3.0
6404	Abraham Adesanya Estate Ajah Lagos	₦ 2,500,000	2.0	2.0	3.0
6405	Aguda Surulere Lagos	₦ 500,000	0.0	1.0	1.0
6406	Remi Olowude Street Lekki Phase 1 Lekki Lagos	₦ 16,000,000	3.0	3.0	3.0
6407	County Estate Pen Cinema Agege Lagos	₦ 1,500,000	3.0	0.0	0.0
6408	Iyana Ipaja Ipaja Lagos	₦ 1,000,000	2.0	3.0	3.0
6409	Ifako Ogba Lagos	₦ 400,000	0.0	0.0	0.0
6410	Oke Ira Ogba Lagos	₦ 1,000,000	1.0	2.0	2.0
6411	Ifako Gbagada Gbagada Lagos	₦ 1,800,000	2.0	3.0	3.0
6412	Olowora Ojodu Lagos	₦ 1,200,000	2.0	0.0	0.0
6413	Bajuliaye Shomolu Shomolu Lagos	₦ 500,000	0.0	1.0	1.0
6414	Apata Shomolu Lagos	₦ 650,000	0.0	1.0	1.0
6415	Akoka Yaba Lagos	₦ 700,000	0.0	1.0	1.0
6416	Olowora Ojodu Lagos	₦ 2,000,000	2.0	3.0	3.0
6417	Sabo Yaba Lagos	₦ 2,000,000	3.0	3.0	4.0
6418	Akoka Yaba Lagos	₦ 650,000	0.0	0.0	0.0
6419	Lekki Phase 1 Lekki Lagos	₦ 2,500,000	0.0	1.0	1.0
6420	Ayobo Ipaja Lagos	₦ 400,000	3.0	3.0	3.0
6421	After Abraham Adesanya Ajah Lagos	₦ 2,500,000	3.0	3.0	4.0
6422	Iyana Ipaja Ipaja Lagos	₦ 500,000	2.0	0.0	0.0
6423	Olokonla Ajah Lagos	₦ 2,500,000	3.0	0.0	0.0
6424	Aguda Surulere Lagos	₦ 1,400,000	3.0	0.0	0.0
6425	Toyin Street Ikeja Lagos	₦ 5,600,000	3.0	4.0	4.0
6426	Ajao Estate Isolo Lagos	₦ 1,700,000	3.0	0.0	0.0
6427	Ologolo Lekki Lagos	₦ 4,000,000	2.0	0.0	0.0
6428	Ijesha Surulere Lagos	₦ 650,000	0.0	0.0	0.0
6429	Lawanson Surulere Lagos	₦ 1,500,000	2.0	2.0	3.0
6430	Lekki Phase 1 Lekki Lagos	₦ 2,500,000		1.0	1.0
6431	Olokonla Ajah Lagos	₦ 2,000,000	2.0	0.0	0.0
6432	Abule Ijesha Yaba Lagos	₦ 700,000	0.0	1.0	1.0
6433	Lekki Phase 1 Lekki Lagos	₦ 8,000,000	3.0	4.0	4.0
6434	Shomolu Lagos	₦ 500,000	0.0	1.0	1.0
6435	Oke Ira Ogba Lagos	₦ 400,000	0.0	0.0	0.0
6436	Fola Agoro Yaba Lagos	₦ 500,000	0.0	1.0	1.0
6437	Ikola Abule Egba Lagos	₦ 400,000	1.0	0.0	0.0
6438	Blenco Sangotedo Ajah Lagos	₦ 1,700,000	2.0	0.0	0.0
6439	Lekki Phase 1 Lekki Lagos	₦ 1,600,000	0.0	1.0	1.0
6440	Sangotedo Ajah Lagos	₦ 1,300,000	2.0	0.0	0.0
6441	Kilo Marsha Surulere Lagos	₦ 500,000	0.0	0.0	0.0
6442	Idado Lekki Lagos	₦ 1,600,000	0.0	1.0	1.0
6443	Akoka Yaba Lagos	₦ 600,000	0.0	1.0	1.0
6444	Thomas Estate Ajah Lagos	₦ 1,500,000	2.0	0.0	0.0
6445	Iyana Ipaja Ipaja Lagos	₦ 300,000	1.0	1.0	1.0
6446	Ilasamaja Mushin Lagos	₦ 350,000	0.0	0.0	0.0
6447	Osapa London Lekki Lagos	₦ 2,500,000	2.0	0.0	0.0
6448	Old Ikoyi Ikoyi Lagos	$ 100,000	4.0	4.0	4.0
6449	Ikota Lekki Lagos	₦ 1,100,000	0.0	1.0	1.0
6450	Abule Oja Yaba Lagos	₦ 1,800,000	2.0	3.0	3.0
6451	Alapere Kosofe Ikosi Lagos	₦ 1,000,000	2.0	0.0	0.0
6452	Abule Oja Yaba Lagos	₦ 1,000,000	0.0	0.0	0.0
6453	Graceland Estate Egbeda Alimosho Lagos	₦ 650,000	2.0	0.0	0.0
6454	Chevron Lekki Lagos	₦ 4,500,000	2.0	3.0	3.0
6455	Ayobo Ipaja Lagos	₦ 350,000	2.0	0.0	0.0
6456	Mafoluku Oshodi Lagos	₦ 1,000,000	3.0	0.0	0.0
6457	Oshodi Expressway Oshodi Lagos	₦ 1,200,000	3.0	0.0	0.0
6458	Lakeview Estate Amuwo Odofin Lagos	₦ 60,000,000	3.0	4.0	4.0
6459	Lawanson Surulere Lagos	₦ 1,500,000	3.0		
6460	Pedro Road Phase 1 Gbagada Lagos	₦ 1,500,000	3.0	2.0	2.0
6461	Lawanson Surulere Lagos	₦ 300,000	0.0	0.0	0.0
6462	Lekki Phase 1 Lekki Lagos	₦ 4,000,000	3.0	0.0	0.0
6463	Aguda Surulere Lagos	₦ 1,500,000	2.0	2.0	3.0
6464	Abijo Ajah Lagos	₦ 400,000	0.0	1.0	1.0
6465	Mende Maryland Lagos	₦ 1,000,000	0.0	0.0	0.0
6466	Onike Yaba Lagos	₦ 400,000	0.0	1.0	1.0
6467	Sangotedo Ajah Lagos	₦ 1,100,000	1.0	2.0	2.0
6468	Oke Ira Ogba Lagos	₦ 450,000	1.0	1.0	1.0
6469	Egbeda Alimosho Lagos	₦ 800,000	2.0	3.0	3.0
6470	Ayobo Ipaja Lagos	₦ 250,000	0.0	1.0	1.0
6471	Alagomeji Yaba Lagos	₦ 1,700,000	1.0	0.0	0.0
6472	Sangotedo Ajah Lagos	₦ 850,000	1.0	0.0	0.0
6473	Aguda(ogba) Ogba Lagos	₦ 600,000	0.0	0.0	0.0
6474	Shangisha Kosofe Ikosi Lagos	₦ 2,000,000	2.0	3.0	3.0
6475	Airport Road Oshodi Lagos	₦ 400,000	0.0	0.0	0.0
6476	Ajao Estate Isolo Lagos	₦ 1,000,000	2.0	0.0	0.0
6477	Ifako Ogba Ogba Lagos	₦ 600,000	0.0	0.0	0.0
6478	Iyana Ipaja Ipaja Lagos	₦ 1,200,000	2.0	3.0	3.0
6479	Sawmill Ifako Gbagada Gbagada Lagos	₦ 1,700,000	2.0	3.0	3.0
6480	Lawanson Surulere Lagos	₦ 450,000	0.0	1.0	1.0
6481	Aguda(ogba) Ogba Lagos	₦ 700,000	1.0	2.0	2.0
6482	Ifako Ogba Ogba Lagos	₦ 750,000	1.0	2.0	2.0
6483	Akute Berger Ojodu Lagos	₦ 800,000	2.0	2.0	3.0
6484	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 4,000,000	2.0	3.0	3.0
6485	Mafoluku Oshodi Lagos	₦ 1,500,000	3.0	3.0	4.0
6486	Along Olokonla, In A Secured Estate Olokonla Ajah Lagos	₦ 1,300,000	1.0	1.0	2.0
6487	Lawanson Surulere Lagos	₦ 1,200,000	0.0	0.0	0.0
6488	Mende Maryland Lagos	₦ 800,000	0.0	1.0	1.0
6489	Igesu Ayobo Ayobo Ipaja Lagos	₦ 500,000	3.0	2.0	2.0
6490	Ikoyi Lagos	₦ 9,000,000	2.0	3.0	3.0
6491	Lekki Phase 1 Lekki Lagos	₦ 4,000,000	2.0	3.0	3.0
